chemical	disease1	disease2
3562	16083	16635
52194	21266	16635
3562	21266	16635
41997	22054	16640
41997	32267	16640
38162	10775	16669
38162	32267	16669
18187	32267	16669
24486	32267	16669
54510	32267	16669
38162	55795	16669
60975	42091	16680
1242	21787	16707
41997	32267	16719
32596	62356	16766
8772	62356	16766
50211	62356	16766
42065	47390	16770
5591	18407	16770
42065	18407	16770
8614	18407	16770
41219	32267	16792
3274	32267	16795
42520	32267	16795
3562	32267	16795
52194	32267	16795
46665	32267	16810
8772	36069	16813
30122	36069	16813
8772	32267	16813
43100	32267	16813
30122	32267	16813
53413	32267	16813
3330	32267	16813
30122	13122	16813
8772	46672	16813
30122	46672	16813
13753	30874	16875
51376	7679	16875
8772	25903	16875
58011	40664	16875
10473	62375	16875
35568	62375	16875
11728	62375	16875
50093	35180	16875
60747	9780	16875
30122	9780	16875
35568	9780	16875
11728	9780	16875
58011	32942	16875
30222	9934	16875
8772	45587	16875
31794	62909	16875
50093	62909	16875
3562	62909	16875
58380	62909	16875
10122	1898	16875
46451	1898	16875
3562	1898	16875
29226	1898	16875
11728	1898	16875
46821	39108	16875
10122	39108	16875
30100	39108	16875
50093	39108	16875
3562	39108	16875
10473	39108	16875
35568	39108	16875
11728	39108	16875
3357	7658	16875
19363	7658	16875
55917	7658	16875
51376	7658	16875
19241	7658	16875
58380	7658	16875
8772	7658	16875
16138	7658	16875
11728	7658	16875
50082	8480	16875
10473	8480	16875
30122	8480	16875
22628	31317	16875
10305	31317	16875
19241	31317	16875
30122	31317	16875
35568	31317	16875
11728	31317	16875
31714	21643	16875
50093	21643	16875
35568	21643	16875
30222	21643	16875
3562	47737	16875
58380	47737	16875
8772	47737	16875
46821	22544	16875
60747	22544	16875
10473	22544	16875
30122	22544	16875
35568	22544	16875
16138	22544	16875
11728	22544	16875
8772	31372	16875
50093	54948	16875
3562	54948	16875
8772	54948	16875
50093	26351	16875
50258	26351	16875
41595	49983	16875
56616	21787	16875
8797	21787	16875
50093	21787	16875
16138	21787	16875
15202	51456	16875
2528	51456	16875
5126	51456	16875
50093	51456	16875
23616	51456	16875
27474	51456	16875
3562	51456	16875
10473	51456	16875
58380	51456	16875
30122	51456	16875
8772	51456	16875
16138	51456	16875
11728	51456	16875
52567	11896	16875
28080	11896	16875
7236	11896	16875
58380	11896	16875
8772	11896	16875
11728	11896	16875
58380	34197	16875
8772	34197	16875
45026	12394	16875
24636	12394	16875
31714	12394	16875
27474	12394	16875
3562	12394	16875
58380	12394	16875
29226	12394	16875
35644	12394	16875
11728	12394	16875
15202	52517	16875
16221	52517	16875
19363	52517	16875
50093	52517	16875
54198	52517	16875
30122	52517	16875
35568	52517	16875
343	52517	16875
3357	44763	16875
45431	44763	16875
45179	44763	16875
24636	44763	16875
23616	44763	16875
3562	44763	16875
10473	44763	16875
58380	44763	16875
8772	44763	16875
11728	44763	16875
50093	9787	16875
3562	9787	16875
30122	9787	16875
8772	9787	16875
50258	9787	16875
11728	9787	16875
58011	5755	16875
30100	5755	16875
50093	5755	16875
19241	5755	16875
29226	5755	16875
11728	5755	16875
60479	37051	16875
50093	37051	16875
11728	37051	16875
45179	50324	16875
50082	50324	16875
37427	50324	16875
55742	50324	16875
30122	50324	16875
35568	50324	16875
50258	50324	16875
15202	43572	16875
46821	43572	16875
2528	43572	16875
10501	43572	16875
45026	43572	16875
45431	43572	16875
59321	43572	16875
5785	43572	16875
45179	43572	16875
24636	43572	16875
41595	43572	16875
10122	43572	16875
52567	43572	16875
31714	43572	16875
8797	43572	16875
50093	43572	16875
23616	43572	16875
50082	43572	16875
27474	43572	16875
51376	43572	16875
10305	43572	16875
3562	43572	16875
19241	43572	16875
58380	43572	16875
30122	43572	16875
35568	43572	16875
8772	43572	16875
16138	43572	16875
50258	43572	16875
11728	43572	16875
10501	15985	16875
3562	15985	16875
50258	15985	16875
11728	15985	16875
46821	60368	16875
2528	60368	16875
3562	60368	16875
10473	60368	16875
30122	60368	16875
35568	60368	16875
8772	60368	16875
16138	60368	16875
45179	25040	16875
50093	25040	16875
27474	25040	16875
10305	25040	16875
3562	25040	16875
58380	25040	16875
30122	25040	16875
35568	25040	16875
343	25040	16875
16138	25040	16875
13753	25040	16875
11728	25040	16875
30122	5275	16875
8772	5275	16875
16138	5275	16875
58834	20592	16875
45179	20592	16875
50093	20592	16875
23616	20592	16875
8772	20592	16875
1672	12719	16875
45026	12719	16875
45431	12719	16875
10122	12719	16875
23616	12719	16875
3562	12719	16875
30122	12719	16875
35568	12719	16875
8772	12719	16875
35644	12719	16875
16138	12719	16875
11728	12719	16875
10501	31859	16875
4555	31859	16875
16221	31859	16875
50093	31859	16875
61512	31859	16875
28080	31859	16875
27474	31859	16875
44250	31859	16875
3562	31859	16875
30122	31859	16875
35568	31859	16875
41569	44391	16875
45179	44391	16875
50093	44391	16875
58854	44391	16875
51376	44391	16875
3562	44391	16875
50027	44391	16875
8772	44391	16875
53964	32448	16875
10305	32448	16875
3562	32448	16875
30122	32448	16875
35568	32448	16875
343	32448	16875
8772	32448	16875
16138	32448	16875
40577	36854	16875
3562	36854	16875
58380	36854	16875
60479	17920	16875
60536	17920	16875
45026	17920	16875
45179	17920	16875
24636	17920	16875
19363	17920	16875
41595	17920	16875
5126	17920	16875
10122	17920	16875
31714	17920	16875
46509	17920	16875
20983	17920	16875
50093	17920	16875
46451	17920	16875
44250	17920	16875
3562	17920	16875
19241	17920	16875
10473	17920	16875
58380	17920	16875
29226	17920	16875
8772	17920	16875
30222	17920	16875
35644	17920	16875
16138	17920	16875
50258	17920	16875
11728	17920	16875
15202	3390	16875
45179	3390	16875
19363	3390	16875
10122	3390	16875
46451	3390	16875
27474	3390	16875
10305	3390	16875
3562	3390	16875
343	3390	16875
16138	3390	16875
11728	3390	16875
49525	36069	16875
15202	36069	16875
46821	36069	16875
3357	36069	16875
2528	36069	16875
29783	36069	16875
10501	36069	16875
1672	36069	16875
30682	36069	16875
45431	36069	16875
59321	36069	16875
4555	36069	16875
5785	36069	16875
23980	36069	16875
45179	36069	16875
24636	36069	16875
19363	36069	16875
5126	36069	16875
10122	36069	16875
31794	36069	16875
31714	36069	16875
8797	36069	16875
40577	36069	16875
50093	36069	16875
28080	36069	16875
22798	36069	16875
23616	36069	16875
50082	36069	16875
23765	36069	16875
58546	36069	16875
54133	36069	16875
58854	36069	16875
37427	36069	16875
55742	36069	16875
42919	36069	16875
60747	36069	16875
55917	36069	16875
3562	36069	16875
19241	36069	16875
10473	36069	16875
58380	36069	16875
30122	36069	16875
35568	36069	16875
8772	36069	16875
16138	36069	16875
13753	36069	16875
50258	36069	16875
11728	36069	16875
16221	37886	16875
45179	37886	16875
24636	37886	16875
10122	37886	16875
31714	37886	16875
50093	37886	16875
3562	37886	16875
19241	37886	16875
58380	37886	16875
343	37886	16875
8772	37886	16875
30222	37886	16875
16138	37886	16875
11728	37886	16875
16221	14592	16875
31714	14592	16875
20983	14592	16875
60747	14592	16875
30122	14592	16875
343	14592	16875
8772	14592	16875
49525	8321	16875
15202	8321	16875
46821	8321	16875
2528	8321	16875
10501	8321	16875
1672	8321	16875
30682	8321	16875
45431	8321	16875
5785	8321	16875
13655	8321	16875
31377	8321	16875
45179	8321	16875
24636	8321	16875
19363	8321	16875
5126	8321	16875
10122	8321	16875
31794	8321	16875
31540	8321	16875
8797	8321	16875
40577	8321	16875
50093	8321	16875
28080	8321	16875
58546	8321	16875
37427	8321	16875
55742	8321	16875
27474	8321	16875
60747	8321	16875
34316	8321	16875
3562	8321	16875
58380	8321	16875
30122	8321	16875
35568	8321	16875
4744	8321	16875
16138	8321	16875
50258	8321	16875
11728	8321	16875
49525	33178	16875
15202	33178	16875
2528	33178	16875
10501	33178	16875
59775	33178	16875
45431	33178	16875
4555	33178	16875
5785	33178	16875
15114	33178	16875
16221	33178	16875
23980	33178	16875
45179	33178	16875
24636	33178	16875
19363	33178	16875
5126	33178	16875
10122	33178	16875
52567	33178	16875
31714	33178	16875
20983	33178	16875
50093	33178	16875
22798	33178	16875
7236	33178	16875
23616	33178	16875
23765	33178	16875
10716	33178	16875
24053	33178	16875
37427	33178	16875
27474	33178	16875
54198	33178	16875
44250	33178	16875
60747	33178	16875
10305	33178	16875
3562	33178	16875
19241	33178	16875
10473	33178	16875
58380	33178	16875
30122	33178	16875
35568	33178	16875
343	33178	16875
4744	33178	16875
8772	33178	16875
30222	33178	16875
35644	33178	16875
16138	33178	16875
13753	33178	16875
11728	33178	16875
3357	32588	16875
2528	32588	16875
10122	32588	16875
31714	32588	16875
8797	32588	16875
50093	32588	16875
23616	32588	16875
10716	32588	16875
51376	32588	16875
10305	32588	16875
3562	32588	16875
50027	32588	16875
58380	32588	16875
30122	32588	16875
35568	32588	16875
44583	32588	16875
8772	32588	16875
30222	32588	16875
35644	32588	16875
16138	32588	16875
50258	32588	16875
15202	53713	16875
46821	53713	16875
2528	53713	16875
19363	53713	16875
31714	53713	16875
31540	53713	16875
50093	53713	16875
12271	53713	16875
27474	53713	16875
10305	53713	16875
3562	53713	16875
58380	53713	16875
30122	53713	16875
35568	53713	16875
343	53713	16875
8772	53713	16875
35644	53713	16875
16138	53713	16875
5126	10765	16875
31794	10765	16875
40577	10765	16875
5930	10765	16875
42919	10765	16875
3562	10765	16875
15202	55315	16875
3357	55315	16875
19246	55315	16875
45026	55315	16875
45431	55315	16875
45179	55315	16875
24636	55315	16875
19363	55315	16875
41595	55315	16875
5126	55315	16875
10122	55315	16875
31794	55315	16875
52567	55315	16875
31714	55315	16875
31540	55315	16875
40577	55315	16875
20983	55315	16875
50093	55315	16875
7236	55315	16875
23616	55315	16875
55742	55315	16875
27474	55315	16875
55917	55315	16875
51376	55315	16875
10305	55315	16875
3562	55315	16875
19241	55315	16875
50027	55315	16875
58380	55315	16875
30122	55315	16875
343	55315	16875
8772	55315	16875
30222	55315	16875
35644	55315	16875
13753	55315	16875
11728	55315	16875
3562	8403	16875
35568	1293	16892
35568	61025	16892
37485	61025	16892
35568	31735	16892
60215	32267	16895
38038	32267	16896
41552	32267	16933
58683	32267	16933
3562	32267	16934
21528	62078	16975
625	52379	16975
8923	4814	17001
30122	36069	17013
11728	36069	17013
16138	36069	17013
30122	32267	17013
11728	32267	17013
442	32267	17013
16138	32267	17013
30122	17423	17013
16138	17423	17013
8847	56727	17028
35568	29866	17028
30122	29866	17028
8847	29866	17028
4090	44715	17028
35568	44715	17028
35568	46487	17028
11866	46487	17028
30122	46487	17028
39042	46487	17028
35568	55214	17028
30122	55214	17028
32253	8321	17028
35568	8321	17028
48348	8321	17028
7369	8321	17028
30122	8321	17028
59317	8321	17028
8847	8321	17028
4090	36069	17028
35568	36069	17028
30122	36069	17028
6567	36069	17028
8847	36069	17028
29661	62356	17048
45179	62356	17048
9018	39897	17071
9018	46286	17071
9018	32267	17079
3562	32267	17080
3562	57452	17089
3562	42268	17089
3562	34243	17089
62191	11808	17089
3562	11808	17089
30386	28636	17089
56769	49022	17089
30386	49022	17089
3562	49022	17089
29711	49022	17089
36709	50156	17104
8744	50156	17104
52194	8321	17122
2528	8321	17122
56498	8321	17122
3562	8321	17122
10239	32267	17141
10239	62356	17141
3562	32267	17146
58854	32267	17151
47749	44702	17162
8772	41336	17163
24486	32267	17164
20385	32267	17164
3562	32267	17164
37427	32267	17164
12258	32267	17180
2528	8321	17185
14439	58555	17216
2528	10160	17216
35996	10160	17216
14439	10160	17216
30122	10160	17216
61982	13262	17231
3562	22178	17231
60032	40145	17231
60178	40145	17231
50124	40145	17231
61982	40145	17231
3562	40145	17231
35568	53762	17231
60178	53762	17231
24242	53762	17231
3562	53762	17231
35568	43130	17231
55296	43130	17231
3562	43130	17231
35568	7702	17231
61665	7702	17231
3562	7702	17231
59836	7702	17231
42601	20282	17231
39902	20282	17231
60032	20282	17231
7878	20282	17231
1145	20282	17231
19374	20282	17231
994	20282	17231
37489	20282	17231
61665	20282	17231
61982	20282	17231
55296	20282	17231
27004	20282	17231
24102	20282	17231
35568	32267	17231
24242	32267	17231
37489	32267	17231
61665	32267	17231
61982	32267	17231
55296	32267	17231
3562	32267	17231
42601	10633	17231
51906	10633	17231
35568	10633	17231
39902	10633	17231
60032	10633	17231
7878	10633	17231
1145	10633	17231
37489	10633	17231
61665	10633	17231
61982	10633	17231
55296	10633	17231
3562	10633	17231
27004	10633	17231
24102	10633	17231
51906	8468	17231
61982	8468	17231
55296	8468	17231
3562	8468	17231
24102	8468	17231
35568	39223	17231
39902	39223	17231
1145	39223	17231
50124	39223	17231
37489	39223	17231
55296	39223	17231
3562	39223	17231
27004	39223	17231
24102	39223	17231
42601	59745	17231
35568	59745	17231
39902	59745	17231
1145	59745	17231
25715	59745	17231
31227	59745	17231
994	59745	17231
37489	59745	17231
61982	59745	17231
55296	59745	17231
3562	59745	17231
27004	59745	17231
24102	59745	17231
35568	1293	17231
39902	1293	17231
7878	1293	17231
61665	1293	17231
61982	1293	17231
55296	1293	17231
3562	1293	17231
59836	1293	17231
35568	56644	17231
61665	56644	17231
61982	56644	17231
3562	56644	17231
27004	56644	17231
42601	14336	17231
7878	14336	17231
25715	14336	17231
50124	14336	17231
61665	14336	17231
55296	14336	17231
3562	14336	17231
27004	14336	17231
37115	20282	17246
35568	7123	17251
43148	7123	17251
43148	26994	17251
50004	38346	17251
37719	53110	17261
32044	53110	17261
11150	47362	17261
32044	47362	17261
8772	32267	17278
30122	44849	17279
13427	32267	17288
39392	32267	17288
58380	32267	17288
8772	10160	17289
2528	10160	17289
14439	10160	17289
35568	10160	17289
46821	10160	17289
16138	10160	17289
8772	36069	17289
2528	36069	17289
14439	36069	17289
35568	36069	17289
30209	36069	17289
46821	36069	17289
16156	36069	17289
60747	36069	17289
27504	36069	17289
16138	36069	17289
8772	13376	17289
14439	13376	17289
35568	13376	17289
60747	13376	17289
27504	13376	17289
16138	13376	17289
12885	32267	17291
58380	32267	17291
28834	32267	17291
10423	32267	17291
52194	32267	17291
57830	32267	17291
50093	32267	17291
11728	32267	17291
3562	32267	17291
10239	32267	17291
24790	32267	17291
31922	32267	17291
46516	32267	17291
56647	32267	17291
24636	32267	17291
46377	32267	17291
30209	32267	17291
31794	32267	17291
58380	28365	17291
50093	28365	17291
11728	28365	17291
3562	28365	17291
12885	62356	17291
58380	62356	17291
57830	62356	17291
50093	62356	17291
11728	62356	17291
10239	62356	17291
31922	62356	17291
56647	62356	17291
24636	62356	17291
46377	62356	17291
30209	62356	17291
31794	62356	17291
58380	8321	17291
52194	8321	17291
57830	8321	17291
50093	8321	17291
11728	8321	17291
3562	8321	17291
10239	8321	17291
24636	8321	17291
30209	8321	17291
31794	8321	17291
58380	21782	17291
30209	21782	17291
58380	6513	17291
3562	6513	17291
30209	6513	17291
31794	6513	17291
8772	23867	17292
24869	47778	17296
3437	47778	17296
47645	20187	17301
3530	31720	17301
47645	31720	17301
58834	32267	17325
49767	32267	17327
52194	32267	17327
40064	32267	17327
60303	32267	17327
42485	32267	17327
35568	32267	17327
47785	32267	17327
44130	32267	17327
58380	32267	17327
16138	32267	17327
10976	32267	17327
10559	32267	17327
60747	32267	17327
57830	32267	17327
10423	32267	17327
60252	32267	17327
42220	32267	17327
3562	32267	17327
15202	32267	17327
30122	32267	17327
49033	32267	17327
47785	55315	17327
44130	55315	17327
58380	55315	17327
10559	55315	17327
57830	55315	17327
10423	55315	17327
3562	55315	17327
15202	55315	17327
30122	55315	17327
35568	28365	17327
58380	28365	17327
16138	28365	17327
3562	28365	17327
30122	28365	17327
49767	36069	17327
52194	36069	17327
40064	36069	17327
60303	36069	17327
42485	36069	17327
35568	36069	17327
47785	36069	17327
44130	36069	17327
58380	36069	17327
16138	36069	17327
10559	36069	17327
60747	36069	17327
57830	36069	17327
10423	36069	17327
42220	36069	17327
3562	36069	17327
15202	36069	17327
30122	36069	17327
49033	36069	17327
35568	29446	17327
10559	29446	17327
3562	29446	17327
16138	5540	17327
60747	5540	17327
3562	5540	17327
30122	5540	17327
49767	22030	17327
52194	22030	17327
40064	22030	17327
35568	22030	17327
58380	22030	17327
16138	22030	17327
10559	22030	17327
57830	22030	17327
42220	22030	17327
3562	22030	17327
30122	22030	17327
58380	21782	17327
10976	21782	17327
16138	21787	17327
30122	8915	17327
57830	54575	17327
50027	32267	17339
35568	50632	17359
24035	44849	17382
24035	32267	17382
45669	32267	17401
57214	32267	17401
62655	32267	17401
24735	32267	17401
3562	32267	17401
45669	57907	17401
57214	57907	17401
24735	57907	17401
3562	57907	17401
58380	60063	17405
3562	32267	17408
35568	7513	17423
8772	10459	17423
3562	43448	17423
59504	973	17423
23442	973	17423
8772	973	17423
24437	36711	17423
56632	57473	17423
3562	57473	17423
16156	25375	17423
23442	25375	17423
59297	25375	17423
30122	25375	17423
8772	25375	17423
35568	25375	17423
30122	41649	17423
30122	17013	17423
16138	17013	17423
41975	53077	17423
9406	6764	17423
9954	6764	17423
10473	6764	17423
45056	6764	17423
59504	6764	17423
23442	6764	17423
40524	6764	17423
30122	12714	17423
8772	12714	17423
3562	12714	17423
35568	12714	17423
16156	27211	17423
23442	27211	17423
58380	27211	17423
30122	27211	17423
8772	27211	17423
16138	27211	17423
59504	58049	17423
52619	58049	17423
23442	58049	17423
30122	58049	17423
8772	58049	17423
9406	33929	17423
45056	33929	17423
23442	33929	17423
40524	33929	17423
52619	1293	17423
24437	1293	17423
58380	1293	17423
30209	1293	17423
16138	1293	17423
3562	1293	17423
35568	1293	17423
10559	1293	17423
10473	29821	17423
19723	29821	17423
30122	29821	17423
8772	29821	17423
3562	29821	17423
35568	29821	17423
3562	37841	17423
35568	37841	17423
38008	49982	17423
16156	49982	17423
23442	49982	17423
30122	49982	17423
8772	49982	17423
55091	49982	17423
3562	49982	17423
35568	49982	17423
34793	48551	17423
9406	48551	17423
26975	48551	17423
10716	48551	17423
10473	48551	17423
44276	48551	17423
58380	48551	17423
56632	48551	17423
30122	48551	17423
8772	48551	17423
3562	48551	17423
35568	48551	17423
23442	42900	17423
38008	43572	17423
26975	43572	17423
16156	43572	17423
46821	43572	17423
58380	43572	17423
30122	43572	17423
8772	43572	17423
16138	43572	17423
3562	43572	17423
35568	43572	17423
10716	15972	17423
30682	15972	17423
30122	15972	17423
8772	15972	17423
16138	15972	17423
35568	15972	17423
16138	10997	17423
3562	10997	17423
26975	3665	17423
10716	3665	17423
46821	3665	17423
47607	3665	17423
34770	3665	17423
58380	3665	17423
56632	3665	17423
30122	3665	17423
8772	3665	17423
40524	3665	17423
16138	3665	17423
55091	3665	17423
3562	3665	17423
35568	3665	17423
34793	14850	17423
10473	14850	17423
30122	14850	17423
3562	14850	17423
59431	15312	17423
30122	15312	17423
38008	28868	17423
16156	28868	17423
10473	28868	17423
47838	28868	17423
58380	28868	17423
30122	28868	17423
8772	28868	17423
30209	28868	17423
35866	28868	17423
16138	28868	17423
22257	28868	17423
3562	28868	17423
35568	28868	17423
10559	28868	17423
56291	32267	17423
38008	32267	17423
32640	32267	17423
34793	32267	17423
9406	32267	17423
26975	32267	17423
40064	32267	17423
62789	32267	17423
9954	32267	17423
54472	32267	17423
16156	32267	17423
20315	32267	17423
10716	32267	17423
46821	32267	17423
10473	32267	17423
45056	32267	17423
19723	32267	17423
51467	32267	17423
47607	32267	17423
40562	32267	17423
61371	32267	17423
28740	32267	17423
59504	32267	17423
34770	32267	17423
32191	32267	17423
41768	32267	17423
17618	32267	17423
30682	32267	17423
43242	32267	17423
41063	32267	17423
44276	32267	17423
40008	32267	17423
23442	32267	17423
60223	32267	17423
58380	32267	17423
59297	32267	17423
46509	32267	17423
32446	32267	17423
56632	32267	17423
30122	32267	17423
8772	32267	17423
40524	32267	17423
30209	32267	17423
35866	32267	17423
16138	32267	17423
55091	32267	17423
3562	32267	17423
35568	32267	17423
10559	32267	17423
39200	32267	17423
10716	50138	17423
28740	50138	17423
30682	50138	17423
58380	50138	17423
30122	50138	17423
8772	50138	17423
30209	50138	17423
3562	50138	17423
35568	50138	17423
10559	50138	17423
34793	9907	17423
26975	9907	17423
9954	9907	17423
16156	9907	17423
10716	9907	17423
10473	9907	17423
40562	9907	17423
41768	9907	17423
23442	9907	17423
58380	9907	17423
59297	9907	17423
46509	9907	17423
30122	9907	17423
8772	9907	17423
16138	9907	17423
55091	9907	17423
3562	9907	17423
35568	9907	17423
34793	13510	17423
10473	13510	17423
30122	13510	17423
35568	13510	17423
9406	8321	17423
26975	8321	17423
40064	8321	17423
16156	8321	17423
20315	8321	17423
46821	8321	17423
28740	8321	17423
59504	8321	17423
30682	8321	17423
40008	8321	17423
58380	8321	17423
59297	8321	17423
32446	8321	17423
56632	8321	17423
30122	8321	17423
30209	8321	17423
16138	8321	17423
3562	8321	17423
35568	8321	17423
10559	8321	17423
9406	60063	17423
40064	60063	17423
40008	60063	17423
58380	60063	17423
32446	60063	17423
30122	60063	17423
30209	60063	17423
16138	60063	17423
3562	60063	17423
35568	60063	17423
10559	60063	17423
46821	60055	17423
59504	60055	17423
59297	60055	17423
32446	60055	17423
30209	60055	17423
3562	60055	17423
35568	60055	17423
46821	11789	17427
30868	30175	17438
16156	30175	17438
46821	30175	17438
30122	30175	17438
10473	30175	17438
3562	30175	17438
30868	32267	17438
16156	32267	17438
46821	32267	17438
38008	32267	17438
30122	32267	17438
60677	32267	17438
8332	32267	17438
19321	32267	17438
18116	32267	17438
10473	32267	17438
3562	32267	17438
42590	32267	17438
38008	3390	17438
3562	3390	17438
21130	21953	17456
3562	1293	17474
34793	32267	17493
3562	56354	17543
54327	32267	17575
33898	9705	17603
24596	9705	17603
28907	28894	17604
24242	28894	17604
46821	27869	17606
35568	27869	17606
3562	56059	17606
24035	32267	17606
16138	32267	17606
40422	32267	17606
46821	32267	17606
2528	32267	17606
3562	32267	17606
35568	32267	17606
24035	2516	17606
46821	2516	17606
2528	2516	17606
3562	2516	17606
35568	2516	17606
35560	3429	17609
3299	32267	17629
23442	32267	17629
23616	32267	17629
18974	32267	17629
55091	32267	17629
60223	32267	17629
10473	32267	17629
35348	32267	17664
24396	32267	17692
29112	32267	17692
38868	32267	17692
29012	45420	17735
29012	48490	17735
30122	30374	17739
27757	27154	17739
58380	21181	17739
30122	43572	17739
58380	43572	17739
50093	43572	17739
30209	39571	17739
30122	32267	17739
30209	32267	17739
11306	32267	17739
58380	32267	17739
32478	32267	17739
37414	32267	17739
54829	32267	17739
52969	32267	17739
27757	32267	17739
50093	32267	17739
60747	32267	17739
30122	12025	17739
50093	12025	17739
60747	12025	17739
58098	32267	17751
8008	33178	17754
38008	33178	17754
23616	33178	17754
10473	33178	17754
3562	33178	17754
30122	33178	17754
8772	33178	17754
23442	27211	17754
30122	27211	17754
8772	27211	17754
23442	40575	17754
3562	40575	17754
30122	40575	17754
8772	40575	17754
23616	44763	17754
10473	44763	17754
3562	44763	17754
8772	44763	17754
8008	32267	17754
47803	32267	17754
62409	32267	17754
38008	32267	17754
3299	32267	17754
43091	32267	17754
23616	32267	17754
10473	32267	17754
23442	32267	17754
9406	32267	17754
35503	32267	17754
3562	32267	17754
30122	32267	17754
8772	32267	17754
10473	6528	17754
23442	6528	17754
3562	6528	17754
8772	6528	17754
20824	8321	17755
55365	59788	17772
20800	59788	17772
17859	9626	17772
20800	9626	17772
17859	40794	17772
19826	40794	17772
55365	34477	17772
17869	34477	17772
19826	34477	17772
55365	26050	17772
17869	26050	17772
20800	26050	17772
55365	1470	17772
4318	1470	17772
17869	1470	17772
20800	1470	17772
8772	32267	17812
3562	4833	17824
30122	36069	17833
30122	54014	17833
51472	26746	17836
3562	26746	17836
40422	26746	17836
42170	62356	17851
34449	62356	17851
8772	62356	17851
39002	32267	17851
34449	32267	17851
8772	32267	17851
1945	22030	17851
8772	22030	17851
8772	3665	17851
8772	32267	17857
3562	48551	17881
3562	32267	17881
8847	29866	17884
42677	29866	17884
8847	25513	17884
20896	25513	17884
33810	2861	17884
8847	2861	17884
42677	2861	17884
20896	2861	17884
8847	6223	17884
20896	6223	17884
8847	58118	17884
42677	58118	17884
8847	31747	17884
42677	31747	17884
20896	31747	17884
50702	2769	17918
58196	36069	17918
50702	36069	17918
27833	36069	17918
11728	27689	17920
8772	39790	17920
34917	25964	17920
44250	25964	17920
8772	25964	17920
38162	25964	17920
19241	25964	17920
11728	25964	17920
24636	30583	17920
8772	30583	17920
24636	39862	17920
33510	39862	17920
16138	39862	17920
8772	39862	17920
29661	39862	17920
3562	39862	17920
11728	39862	17920
45026	12394	17920
24636	12394	17920
29226	12394	17920
35644	12394	17920
29661	12394	17920
3562	12394	17920
11728	12394	17920
14439	12394	17920
31714	12394	17920
58380	12394	17920
10473	57630	17920
33510	57630	17920
16138	57630	17920
8772	57630	17920
3562	57630	17920
58380	57630	17920
46179	12579	17920
44250	8748	17920
33510	8748	17920
50093	8748	17920
15302	8748	17920
30222	8748	17920
16138	8748	17920
8772	8748	17920
11728	8748	17920
31714	8748	17920
58380	8748	17920
45179	18353	17920
8772	18353	17920
38162	18353	17920
34917	40160	17920
50093	40160	17920
16138	40160	17920
31714	40160	17920
8772	22986	17920
7440	22986	17920
8772	59478	17920
29661	59478	17920
38162	59478	17920
19723	29821	17920
10473	29821	17920
46172	29821	17920
46451	29821	17920
45179	29821	17920
35644	29821	17920
50093	29821	17920
10122	29821	17920
8772	29821	17920
38162	29821	17920
3562	29821	17920
41772	48635	17920
35644	48635	17920
50093	48635	17920
16138	48635	17920
38162	48635	17920
19241	48635	17920
11728	48635	17920
31714	48635	17920
58380	48635	17920
45179	55795	17920
24039	55795	17920
38162	55795	17920
31714	55795	17920
58380	55795	17920
33510	37995	17920
50093	37995	17920
8772	37995	17920
11728	37995	17920
31714	37995	17920
33510	27985	17920
45179	27985	17920
10122	27985	17920
3562	27985	17920
36285	48551	17920
44250	48551	17920
41595	48551	17920
10473	48551	17920
29226	48551	17920
24039	48551	17920
30222	48551	17920
8772	48551	17920
38162	48551	17920
3562	48551	17920
11728	48551	17920
14439	48551	17920
58380	48551	17920
59297	12719	17920
45026	12719	17920
24039	12719	17920
35644	12719	17920
15302	12719	17920
16138	12719	17920
10122	12719	17920
8772	12719	17920
38162	12719	17920
3562	12719	17920
11728	12719	17920
41595	39897	17920
45026	39897	17920
33510	39897	17920
19407	39897	17920
19363	39897	17920
45179	39897	17920
24039	39897	17920
35644	39897	17920
50093	39897	17920
9018	39897	17920
16138	39897	17920
38162	39897	17920
3562	39897	17920
50258	39897	17920
19241	39897	17920
11728	39897	17920
7440	39897	17920
14439	39897	17920
31714	39897	17920
58380	39897	17920
54829	13108	17920
19407	13108	17920
8772	13108	17920
58380	13108	17920
41595	26463	17920
33510	26463	17920
45179	26463	17920
46179	26463	17920
35644	26463	17920
50093	26463	17920
16138	26463	17920
8772	26463	17920
31714	26463	17920
58380	26463	17920
34917	43579	17920
41595	43579	17920
41117	43579	17920
45179	43579	17920
24039	43579	17920
30222	43579	17920
16138	43579	17920
8772	43579	17920
29661	43579	17920
3562	43579	17920
11728	43579	17920
14439	43579	17920
5126	60055	17920
59297	60055	17920
44250	60055	17920
41595	60055	17920
46172	60055	17920
33510	60055	17920
19407	60055	17920
45179	60055	17920
30222	60055	17920
38162	60055	17920
3562	60055	17920
14439	60055	17920
5126	32267	17920
34917	32267	17920
60536	32267	17920
36285	32267	17920
54829	32267	17920
32068	32267	17920
59297	32267	17920
44250	32267	17920
41595	32267	17920
19723	32267	17920
45026	32267	17920
10473	32267	17920
12672	32267	17920
41772	32267	17920
46172	32267	17920
25217	32267	17920
46451	32267	17920
24636	32267	17920
41117	32267	17920
19834	32267	17920
35808	32267	17920
33510	32267	17920
53139	32267	17920
29226	32267	17920
19407	32267	17920
10333	32267	17920
41656	32267	17920
7604	32267	17920
32079	32267	17920
46509	32267	17920
19363	32267	17920
23731	32267	17920
26301	32267	17920
